FID,Segment,Start_Lati,Start_Long,End_Latitu,End_Longit,Shape_Leng,Kelp_2013,Comments_2,Kelp_2016,Comments_3,Line_Comme,Kelp_2018V,Validation,Date_of_sa,M_pyrifera,N_luetkean,Kelp_2018,Distance_f,Notes_2018,Kelp_2007,Nereocysti,Macrocysti,Date_2019,Macrocys_1,Nereocys_1,Kelp_2007_,Kelp_2019,Notes_Y,K2007binar,k2018binar,change2007,change_not,segment_nu,macro_2020,nereo_2020,kelp_2020
238,242,48.87005833,-125.0954806,48.87026944,-125.0952194,30.48855346,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,242,0,0,0
239,243,48.87026944,-125.0952194,48.8705,-125.0950056,30.23958147,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,243,0,0,0
240,244,48.8705,-125.0950056,48.87071944,-125.0947611,30.47025256,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,244,0,0,0
241,245,48.87071944,-125.0947611,48.87114167,-125.0952722,60.45371999,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,245,0,0,0
242,246,48.87114167,-125.0952722,48.87137222,-125.0950639,30.02864112,1, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,246,0,0,0
243,247,48.87137222,-125.0950639,48.87179444,-125.0945528,60.45254975,1, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,0,0,0,20190803,0,0,0,0,NA,0,0,2, ,247,0,0,0
244,248,48.87179444,-125.0945528,48.87229444,-125.0942417,60.47035896,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,0,0,0,20190803,0,0,0,0,NA,0,0,2, ,248,0,0,0
245,249,48.87229444,-125.0942417,48.87245278,-125.0939056,30.4822262,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,249,0,0,0
246,250,48.87245278,-125.0939056,48.87263056,-125.0936056,29.76364143,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,250,0,0,0
247,251,48.87263056,-125.0936056,48.87283889,-125.0933389,30.50797267,1, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,251,0,0,0
248,252,48.87283889,-125.0933389,48.87302222,-125.0930306,30.63424819,1, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,252,0,0,0
249,253,48.87302222,-125.0930306,48.87321944,-125.0927472,30.40344867,1, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,253,0,0,0
250,254,48.87321944,-125.0927472,48.87341944,-125.0924694,30.34916598,1, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,254,0,0,0
251,255,48.87341944,-125.0924694,48.87361389,-125.0921861,30.17406671,1, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,255,0,0,0
252,256,48.87361389,-125.0921861,48.87381389,-125.0919139,30.07141828,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,256,0,0,0
253,257,48.87381389,-125.0919139,48.87394444,-125.0915556,30.20932444,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,257,0,0,0
254,258,48.87394444,-125.0915556,48.87415556,-125.0913028,30.10047355,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,258,0,0,0
255,259,48.87415556,-125.0913028,48.87425833,-125.0909278,29.96931936,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,259,0,0,0
256,260,48.87425833,-125.0909278,48.87443889,-125.0908556,20.89265735,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,260,0,0,0
257,261,48.87443889,-125.0908556,48.87468611,-125.0906889,30.27256317,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,261,0,0,0
258,262,48.87468611,-125.0906889,48.87481389,-125.0903222,30.60709168,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,262,0,0,0
259,263,48.87481389,-125.0903222,48.87564167,-125.0909222,102.6563507,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,263,0,0,0
260,264,48.87564167,-125.0909222,48.875525,-125.0912889,30.04614972,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,264,0,0,0
261,265,48.875525,-125.0912889,48.87560556,-125.0916583,28.71311222,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,265,0,0,0
262,266,48.87560556,-125.0916583,48.87586111,-125.0915361,29.98042102,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,266,0,0,0
263,267,48.87586111,-125.0915361,48.87608611,-125.0913167,29.931417,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,267,0,0,0
264,268,48.87608611,-125.0913167,48.87626667,-125.0910194,29.8244027,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,268,0,0,0
265,269,48.87626667,-125.0910194,48.87640556,-125.0906722,29.96690357,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,269,0,0,0
266,270,48.87640556,-125.0906722,48.87664722,-125.0904861,30.32599683,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,270,0,0,0
267,271,48.87664722,-125.0904861,48.87685833,-125.0902361,29.97136191,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,271,0,0,0
268,272,48.87685833,-125.0902361,48.87711389,-125.0906167,40.08080519,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,272,0,0,0
269,273,48.87711389,-125.0906167,48.87703056,-125.09095,26.30451441,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,1,2,NA,NA,NA,NA,NA,NA,1,0,1, ,273,0,0,0
270,274,48.87703056,-125.09095,48.8772,-125.0912667,30.09366661,NA, ,NA,Not in image, ,NA,Not in Image,20180814,1,0,1,75,M. pyrifera patch around the perimeter of a rock offshore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,274,1,0,1
271,275,48.8772,-125.0912667,48.87739444,-125.0910278,28.00161632,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,275,1,0,1
272,276,48.87739444,-125.0910278,48.87751111,-125.0906722,29.30959861,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,276,0,0,0
273,277,48.87751111,-125.0906722,48.87766944,-125.0903472,29.81679355,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1, ,277,0,0,0
274,278,48.87766944,-125.0903472,48.87791667,-125.0901833,30.18989535,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,1,2,NA,NA,NA,NA,NA,NA,1,0,1, ,278,0,0,0
275,279,48.87791667,-125.0901833,48.8779,-125.0897667,30.80022717,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1, ,279,0,0,0
276,280,48.8779,-125.0897667,48.878,-125.0893917,29.84990443,NA, ,NA,Not in image, ,NA,Not in Image,20180814,1,0,1,0.5,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,1,0, ,280,0,0,0
277,281,48.878,-125.0893917,48.8779,-125.088175,90.48290681,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,0,2,NA,NA,NA,NA,NA,NA,1,0,1, ,281,0,0,0
278,282,48.8779,-125.088175,48.87749167,-125.0877778,54.28064635,1, ,NA,Not in image, ,NA,Not in Image,20180814,2,0,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,282,0,0,0
279,283,48.87749167,-125.0877778,48.87688889,-125.0866056,109.6889719,NA, ,NA,Not in image, ,NA,Not in Image,20180814,1,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,283,1,0,1
280,284,48.87688889,-125.0866056,48.87701389,-125.0862667,28.65503037,NA, ,NA,Not in image, ,NA,Not in Image,20180814,1,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,284,0,0,0
281,285,48.87701389,-125.0862667,48.87718056,-125.08595,29.89960287,NA, ,NA,Not in image, ,NA,Not in Image,20180814,1,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,285,0,0,0
282,286,48.87718056,-125.08595,48.87731389,-125.0855944,30.18621721,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,286,0,0,0
283,287,48.87731389,-125.0855944,48.87741111,-125.0852111,30.30608352,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,287,0,0,0
284,288,48.87741111,-125.0852111,48.87760278,-125.0849194,30.38565896,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1, ,288,0,0,0
285,289,48.87760278,-125.0849194,48.87780833,-125.0846556,30.1313363,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1, ,289,0,0,0
286,290,48.87780833,-125.0846556,48.87805,-125.0844722,30.23734254,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1, ,290,0,0,0
287,291,48.87805,-125.0844722,48.87823611,-125.084175,30.24274193,NA, ,NA,Not in image, ,NA,Not in Image,20180814,0,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1, ,291,0,0,0
288,292,48.87823611,-125.084175,48.87843611,-125.0839028,30.07047231,NA, ,NA,Not in image, ,NA,Not in Image,20180814,2,0,2,15,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,292,0,0,0
289,293,48.87843611,-125.0839028,48.87865278,-125.0836389,31.09579317,1, ,NA,Not in image, ,NA,Not in Image,20180814,2,0,2,20,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,293,1,0,1
290,294,48.87865278,-125.0836389,48.87884722,-125.0833472,30.60485619,1, ,NA,Not in image, ,NA,Not in Image,20180814,2,0,2,5,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,294,0,0,0
291,295,48.87884722,-125.0833472,48.87903333,-125.08305,30.24252911,NA, ,NA,Not in image, ,NA,Not in Image,20180814,2,0,2,15,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,295,1,0,1
292,296,48.87903333,-125.08305,48.87922222,-125.0827528,30.45747652,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,296,0,0,0
293,297,48.87922222,-125.0827528,48.879425,-125.0824806,30.30243394,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,297,0,0,0
294,298,48.879425,-125.0824806,48.87956111,-125.082175,27.21203369,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,25,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,298,0,0,0
295,299,48.87956111,-125.082175,48.87955833,-125.0818222,26.03673505,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,25,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,299,1,0,1
296,300,48.87955833,-125.0818222,48.87952222,-125.0814194,29.99796675,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,25,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,300,1,0,1
297,301,48.87952222,-125.0814194,48.87962222,-125.0810389,30.22605203,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,15,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,301,1,0,1
298,302,48.87962222,-125.0810389,48.87979167,-125.0807222,30.09381905,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,15,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,302,1,0,1
299,303,48.87979167,-125.0807222,48.880025,-125.0805139,30.29543333,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,15,NA,2,NA,2,20190803,0,0,2,0,NA,1,1,0, ,303,1,0,1
300,304,48.880025,-125.0805139,48.88021944,-125.079825,55.29621702,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,304,1,0,1
301,305,48.88021944,-125.079825,48.88017222,-125.0794139,30.79343675,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,305,0,0,0
302,306,48.88017222,-125.0794139,48.88015,-125.0790694,25.54343233,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,2,NA,2,20190803,0,0,2,0,NA,1,0,1, ,306,0,0,0
303,307,48.88015,-125.0790694,48.88014722,-125.0787,27.26143488,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,0,1, ,307,0,0,0
304,308,48.88014722,-125.0787,48.88009722,-125.0782972,30.24627872,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,308,0,0,0
305,309,48.88009722,-125.0782972,48.88003056,-125.0778972,30.44551946,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,309,0,0,0
306,310,48.88003056,-125.0778972,48.88054722,-125.0767722,101.1619116,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,10,sparse,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,310,1,0,1
307,311,48.88054722,-125.0767722,48.8804,-125.0764278,30.28578209,NA, ,NA,Not in image, ,NA,Not in Image,20180815,1,0,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,311,1,0,1
308,312,48.8804,-125.0764278,48.88027778,-125.0760639,30.13507396,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0, ,312,1,0,1
309,313,48.88027778,-125.0760639,48.88028333,-125.0756556,30.13670003,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,20,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,313,0,0,0
310,314,48.88028333,-125.0756556,48.88029722,-125.0752472,30.17773447,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,20,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,314,0,0,0
311,315,48.88029722,-125.0752472,48.88038333,-125.0748583,30.27272993,NA, ,NA,Not in image, ,NA,Not in Image,20180815,1,0,1,7,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,315,0,0,0
312,316,48.88038333,-125.0748583,48.88054722,-125.0745333,30.19003532,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,10,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,316,1,0,1
313,317,48.88054722,-125.0745333,48.88073333,-125.0742333,30.39250338,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,10,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,317,1,0,1
314,318,48.88073333,-125.0742333,48.88089722,-125.0739056,30.34844617,NA, ,NA,Not in image, ,NA,Not in Image,20180815,1,0,1,12,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,318,1,0,1
315,319,48.88089722,-125.0739056,48.88091667,-125.0735028,29.80369525,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,22,sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,319,1,0,1
316,320,48.88091667,-125.0735028,48.88103611,-125.0731361,30.18013664,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,17,less sparse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,320,1,0,1
317,321,48.88103611,-125.0731361,48.88121667,-125.0728306,30.27139426,NA, ,NA,Not in image, ,NA,Not in Image,20180815,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,321,1,0,1
318,322,48.88121667,-125.0728306,48.88141111,-125.0725444,30.32041029,NA, ,NA,Not in image, ,NA,Not in Image,20180815,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,322,1,0,1
319,323,48.88141111,-125.0725444,48.88165833,-125.0723833,30.10701207,0, ,NA,Not in image, ,NA,Not in Image,20180815,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,323,0,0,0
320,324,48.88165833,-125.0723833,48.88192222,-125.0724528,29.96781096,0, ,NA,Not in image, ,NA,Not in Image,20180815,1,0,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,324,0,0,0
321,325,48.88192222,-125.0724528,48.88217778,-125.0725889,30.30615776,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,325,1,0,1
322,326,48.88217778,-125.0725889,48.88238889,-125.0728444,30.22228185,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,326,1,0,1
323,327,48.88238889,-125.0728444,48.882575,-125.0731444,30.39195623,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,327,1,0,1
324,328,48.882575,-125.0731444,48.88276389,-125.0734389,30.31357595,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,328,0,0,0
325,329,48.88276389,-125.0734389,48.88293889,-125.07375,30.17240412,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,329,0,0,0
326,330,48.88293889,-125.07375,48.88314444,-125.0740167,30.26909244,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,330,0,0,0
327,331,48.88314444,-125.0740167,48.88334167,-125.0742889,29.83959975,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,331,0,0,0
328,332,48.88334167,-125.0742889,48.88350833,-125.0746,29.5751405,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,332,0,0,0
329,333,48.88350833,-125.0746,48.88371667,-125.0748639,30.37389199,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,333,0,0,0
330,334,48.88371667,-125.0748639,48.88395278,-125.0750667,30.36140476,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,334,0,0,0
331,335,48.88395278,-125.0750667,48.88421944,-125.0751194,30.0878735,NA, ,NA,Not in image, ,NA,Not in Image,20180815,0,0,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1, ,335,0,0,0
332,336,48.88421944,-125.0751194,48.88445278,-125.0749167,30.08838071,NA, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,5,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,336,0,0,0
333,337,48.88445278,-125.0749167,48.884625,-125.0746,30.28850094,NA, ,NA,Not in image, ,NA,Not in Image,20180815,1,0,1,7,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,337,0,0,0
334,338,48.88503611,-125.0767639,48.88503611,-125.0767639,0,1, ,NA,Not in image, ,NA,Not in Image,20180815,2,0,2,30,island,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,338,1,0,1
335,339,48.832225,-125.1501389,48.83201389,-125.1500861,23.9378538,0, ,NA, , ,NA, ,20180815,2,0,2,1,NA,2,1,2,20190801,2,0,2,2,NA,1,1,0, ,339,NA,NA,NA
336,340,48.83201389,-125.1500861,48.83153889,-125.1504639,60.02164863,NA, ,1, , ,NA, ,20180815,2,0,2,7,NA,2,NA,NA,20190801,2,0,2,2,NA,1,1,0, ,340,NA,NA,NA
337,341,48.83153889,-125.1504639,48.83143889,-125.1508389,29.87161773,NA, ,1, , ,NA, ,20180815,2,2,2,2,NA,2,NA,NA,20190801,1,0,2,1,NA,1,1,0, ,341,NA,NA,NA
338,342,48.83143889,-125.1508389,48.83094167,-125.1509833,56.63996278,NA, ,NA, , ,NA, ,20180815,2,2,2,25,NA,2,NA,NA,20190801,1,1,2,1,NA,1,1,0, ,342,NA,NA,NA
339,343,48.83094167,-125.1509833,48.83072222,-125.1511667,28.04018684,NA, ,NA, , ,NA, ,20180815,1,0,1,2,NA,NA,NA,NA,20190801,0,0,NA,NA,Segment number does not correspond to 2017 ShoreZone data,NA,1,NA, ,343,NA,NA,NA
340,344,48.83072222,-125.1511667,48.83050833,-125.1514083,29.85027302,NA, ,NA, , ,NA, ,20180815,0,0,0,0,1 plant of M. pyrifera,0,0,0,20190801,0,0,0,0,NA,0,0,2, ,344,NA,NA,NA
341,345,48.83050833,-125.1514083,48.82973333,-125.1520917,100.326657,NA, ,NA, , ,NA, ,20180815,0,0,0,0,sandy bottom substrate,NA,NA,NA,20190801,0,0,0,0,NA,NA,0,NA, ,345,NA,NA,NA
342,347,48.82711111,-125.1554444,48.82713611,-125.1558139,27.43643685,0, ,NA, , ,NA, ,20180815,0,0,0,0,2 N. luetkeana bulbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,347,NA,NA,NA
343,348,48.82713611,-125.1558139,48.82685556,-125.1562556,45.27264664,0, ,0, , ,NA, ,20180815,0,0,0,0,3 N. luetkeana bulbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,348,NA,NA,NA
344,349,48.82685556,-125.1562556,48.82588889,-125.1569722,120.4054021,NA, ,0, , ,NA, ,20180815,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA, ,349,NA,NA,NA
345,350,48.82588889,-125.1569722,48.82489444,-125.1575917,120.2975807,1, ,0, , ,1, ,20180815,2,0,2,40,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,0, ,350,NA,NA,NA
346,351,48.82489444,-125.1575917,48.82431389,-125.1581028,75.1249902,1, ,1, , ,1, ,20180815,2,0,2,15,M. pyrifera patch,2,0,2,20190803,1,0,2,1,NA,1,1,0, ,351,NA,NA,NA
347,352,48.82403056,-125.1588611,48.82422778,-125.1591389,30.13190021,NA, ,1, , ,NA, ,20180815,2,0,2,5,NA,2,0,2,20190803,2,0,2,2,NA,1,1,0, ,352,NA,NA,NA
348,353,48.82422778,-125.1591389,48.82435278,-125.1594944,29.75210632,1, ,1, , ,1, ,20180815,2,1,2,10,NA,2,2,2,20190803,2,0,2,2,NA,1,1,0, ,353,NA,NA,NA
349,354,48.82435278,-125.1594944,48.82450278,-125.1598111,28.7908111,1, ,0, , ,1, ,20180815,2,0,2,2,3 N. luetkeana bulbs,2,2,2,20190803,0,2,2,2,NA,1,1,0, ,354,NA,NA,NA
350,355,48.82450278,-125.1598111,48.82470556,-125.1600722,29.77663805,1, ,0, , ,NA, ,20180815,1,2,2,7,NA,2,2,1,20190803,0,2,2,2,NA,1,1,0, ,355,NA,NA,NA
351,356,48.82470556,-125.1600722,48.82479722,-125.1604556,30.12068924,1, ,0, , ,NA, ,20180815,0,1,1,2,NA,2,2,0,20190803,0,2,2,2,NA,1,1,0, ,356,NA,NA,NA
352,357,48.82479722,-125.1604556,48.82477778,-125.1608639,30.23904459,NA,Waves,NA, , ,NA, ,20180815,0,2,2,7,NA,2,2,2,20190803,0,2,2,2,NA,1,1,0, ,357,NA,NA,NA
353,358,48.82477778,-125.1608639,48.82462222,-125.1612,30.31946383,NA, ,NA, , ,NA, ,20180815,1,2,2,50,NA,2,2,2,20190803,0,2,2,2,NA,1,1,0, ,358,NA,NA,NA
354,359,48.82462222,-125.1612,48.82433056,-125.16175,52.10866815,NA, ,NA, , ,NA, ,20180815,0,2,2,10,NA,2,0,2,20190803,0,2,2,2,NA,1,1,0, ,359,NA,NA,NA
355,360,48.82433056,-125.16175,48.82300278,-125.1619444,149.2365688,NA, ,NA, , ,1, ,20180815,2,2,2,30,M. pyrifera difficult to see,2,2,2,20190803,0,2,2,2,NA,1,1,0, ,360,NA,NA,NA
